OBJECTID,key_,cod_tramo,codigo_via,pr_inicial,dist_ini,pr_finl,dist_fin,territorial,tramo,sector,administrador,amv,superficie,calzada,ruta,fuente,fecha_fuente,fecha_actualiz,concesion,observacion_invias,estado,observacion_igac,reversion,pr_ini_con,pr_fin_con,ruleid_1,override,GlobalID,Shape__Length
591,1,62010,6201,0,0,53,815,01,Troncal de Uraba,Turbo - Chigorodó,2, , ,2, ,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2020/06/17 00:00:00+00, , , , , ,0+0,53+815,2,,172f0b9b-ab9d-4ccb-be3e-c14ec6b42dde,72932.4236721664
592,1,90A010,90A01,81,618,81,629,02,Transversal del Caribe,Lomita Arena - Barranquilla (Puente Peaje),1,1, ,2,90,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2020/06/17 00:00:00+00, , ,3d_mal_central, , ,81+0618,81+0629,1,,d08c5763-c67c-4414-b748-01a1f362077b,11.2273110414172
593,1, ,90ANA,0,0,3,884,01,Transversal del Caribe,VARIANTE ARBOLETES,1,3,1,1,90,ANI,2018/08/29 00:00:00+00,2020/06/17 00:00:00+00, , , , , ,0+0,3+884,1,,4462dcce-ad59-449d-a8ff-30ad83c2aa40,4624.69339694539
594,1,40TL06,40TL06,2,847,6,118,24,Troncal del Magdalena,Cruce Ruta 40 (Variante Chicoral) - Cruce Ruta 45 (Girardot),2, ,1,2,40,Archivos SHP suministrados por la ANI,2018/09/13 00:00:00+00,2020/06/17 00:00:00+00, , , , , ,2+0847,6+0118,2,,55ef9625-7f0d-4cf6-8c4d-e9f66bdfc0d0,8230.78305042675
595,1,600381,6003,88,100,90,0,01,Transversal Tribuga - Arauca,La Mansa - Primavera,1,1, ,1, ,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2020/06/17 00:00:00+00,PACÍFICO 1,No la han recibido concesionario ni ANI, , , ,81+900,95+31,1,,8d11b531-fdf5-42df-8f32-2ecefb894ddf,1954.72411980821
596,1,600381,6003,90,131,90,342,01,Transversal Tribuga - Arauca,Sector Rectificado,1, , ,1, ,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2020/06/17 00:00:00+00,PACÍFICO 1,No la han recibido concesionario ni ANI, , , ,90+0131,90+0342,1,,70693ea5-13d1-483a-a244-d775f016a826,212.707675491555
597,1,600381,6003,91,441,91,782,01,Transversal Tribuga - Arauca,Sector Rectificado,1, , ,1, ,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2020/06/17 00:00:00+00,PACÍFICO 1,No la han recibido concesionario ni ANI, , , ,91+0441,91+0782,1,,0bf5c4a4-98bc-4f15-97bc-ad8b621d1918,343.979037781328
598,1,451033,4510,38,13,38,432,24,Troncal del Magdalena,Puente Puerto Salgar - Caño Alegre,2, , ,1, ,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2020/06/17 00:00:00+00, ,Entregado por Resol. INVIAS 1262 de 06/03/2018, ,Act. seg 33- 34, ,38+0013,38+0432,2,,8f0e2217-3abe-4c15-ac91-c9bd460dd022,616.970622151719
599,1,700869,7008,69,0,128,0,18,Acceso a Cucuta y Venezuela,Segmentos  Viales fuera de Servicio,1,1, ,2, ,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2020/06/17 00:00:00+00, , , ,"Act. seg 69-73+0400; 75-77; 82-83; 89-96; 99-100", ,69+0,128+0,1,,4ca2fa52-3688-458e-b2b2-6858bad6048a,343.656940262617
600,1,45100,45100,9,830.6,10,406.4,24,Troncal del Magdalena,Segmentos  Viales Fuera de Servicio,2, , ,2, ,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2020/06/17 00:00:00+00, , , , , ,9+0830,10+0406,2,,0c28c22c-5b2b-4232-9153-20d8f1b88859,548.467269987868
601,1,40040,4004,0,0,37,842,24,Transversal Buenaventura - Villavicencio - Puerto Carreño,Ibague (Puente Blanco) - Cruce Ruta 45 (Espinal),2, , ,1, ,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2020/06/17 00:00:00+00, , , , , ,0+0,37+842,2,,71586589-e1d2-432f-a0fe-31e09e65242e,51758.8778016372
602,1,600381,6003,93,700,95,31,01,Transversal Tribuga - Arauca,La Mansa - Primavera,1,1, ,1, ,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2020/06/17 00:00:00+00,PACÍFICO 1,No la han recibido concesionario ni ANI, , , ,93+0700,95+0031,1,,57940a8d-3908-486e-b175-4af390d01585,1409.12828534312
603,1,70070,7007,9,10,9,160,26,Acceso a Cucuta y Venezuela,Segmentos  Viales fuera de Servicio,1,2, ,1, ,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2020/06/17 00:00:00+00, , , , , ,9+010,9+160,1,,1d65c030-c1d0-476b-97d3-1c541b93b7a9,149.790672957791
604,1,25040,2504,77,0,91,0,08,Troncal de Occidente,Santander de Quilichao - Ye de Villa Rica,2, , ,2, ,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2020/06/17 00:00:00+00, ,PR final es 106+1500 en cartografia, , , ,77+0,91+0,2,,da65f846-54ea-4eed-9799-6489bb9c787b,28394.845916431
605,1, ,25AT04,0,0,32,100,02, ,Cruce Ruta 25 (Villa Maria) - Cruce Ruta 90A (Cienaga de Rincón),2, ,1,2,25,Archivo SHP suministrdo por la ANI,2018/11/22 00:00:00+00,2020/06/17 00:00:00+00,Concesion Costera Cartagena Barranquilla SAS,Se recibe y actualiza segun el eje suministrado por la concesion con numero de radicado INVIAS 96965, , , ,0,32+0100,2,,98865e73-cbdb-4385-a6be-9365a6b0e3c5,70355.6181713961
606,1,90020,9002,0,0,82,49,01,Transversal del Caribe,Necoclí - Puerto Rey,1,3,1,1,90,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2020/06/17 00:00:00+00, , , , , ,0+0,82+0049,1,,d7663c25-420c-4c96-8e57-a4aa24962624,79587.1110878566
607,1,40TLD0,40TLD,0,0,6,300,24,Transversal Buenaventura - Villavicencio - Puerto Carreño,Variante Gualanday (Calzada Izquierda),2, , ,1, ,Google Maps,,2020/06/17 00:00:00+00, ,pr final 10+0300 en Ramón Lobo,3d_mal_central, , ,0+0,6+300,2,,66668f25-7794-44ca-8859-a7b6ba597564,7522.2470020195
608,4,40TLD1,40TLD,0,0,4,874,24,Transversal Buenaventura - Villavicencio - Puerto Carreño,Variante Gualanday (Calzada Derecha),2, ,1,1,40,ANI,,2020/06/17 00:00:00+00, ,Calzada Izquierda, , , ,0+0000,4+0874,2,,26d113f5-b0af-4fa1-adff-9e5d1c33eaa3,4897.31564085251
609,1,25133,2513,18,876,19,546,11,Troncal de Occidente,Caucasia - Planeta Rica - Antiguo Puente San Jorge,1, , ,1,25,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2020/06/17 00:00:00+00, , , , , ,18+0876,19+0546,1,,cf3e4b92-8002-4029-906b-0ae9b084fe55,961.576686047614
610,1,2515108,2515,108,250,138,695,02,Troncal de Occidente,Carreto - Calamar,2, , ,1, ,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2020/06/17 00:00:00+00,PTA. HIERRO - PALMAR DE VARELA (ENTREGADA 19-AGT-2015),PR inicial 108+0695 (Ramón Lobo),rev, , ,108+250,138+695,2,,d5b642e5-e576-4499-baa2-00467bc28e79,31541.5722964455
611,1,60050,6005,0,0,3,0,01,Transversal Medellin - Bogotá,Santuario - Peaje Cocorna,2,,1,1,60,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2020/08/24 00:00:00+00,,,,,,0+0000,3+0000,2,,45f7bd6a-1237-4702-a3cd-e2e920d58efb,3206.08287855705
612,1,90020,9002,82,0,86,858,11,Transversal del Caribe,Arboletes - Puerto Rey,1,,1,1,90,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2020/08/24 00:00:00+00,,,,,,82+0000,86+858,1,,09647af1-b25f-4f1b-8a08-d10d2651974e,4892.58892109162
613,4,74CRA0,74CRA,0,0,5,480,11,Transversal Puerto rey - Tibú,Variante Cereté,2,,,,,,,2020/08/24 00:00:00+00,,,,,,0+0000,5+0480,2,,277ee131-2c8e-49c8-a468-fa334045125c,6815.8579711302
614,4,21CR04,21CR04,0,0,28,733.7,11,Alternas a la Transversal del Caribe,Santa Lucia - San Pelayo,2,,1,1,21,Entrega del Contratista,2020/08/20 00:00:00+00,2020/08/24 00:00:00+00,Concesión Ruta al Mar,,,,,0+0000,28+0733,2,,ca8e263a-612c-46fe-a837-5ec6e3edf007,29141.144923915
616,,,5505B,0,0,21,287,18,ANILLO VIAL OCCIDENTAL DE CÚCUTA,Anillo Vial de Occidente,1,5,1,1,55,,,,N.A,,BUENA,,,,,1,,fb1c0950-0b08-4099-8bda-7b0b6130d5ef,21561.3524600476
617,2,,55ST02,0,0,124,0,22,Málaga - Los Curos,55ST02,1,1,,1,,,,2021/04/19 00:00:00+00,,,,,,,,1,,5d1183e5-af76-4245-ae8a-8cd0041c30f1,1259.67572007862
618,1,78020,7802,68,350,80,100,03,Transversal Depresion Momposina,Puerta de Hierro - Magangué - Yatí,1,1,1,1,78,Administrador vial,,2021/12/03 00:00:00+00,no,,buena,,,68+350,80+100,1,,a244cb64-bfdc-4fb3-b8e1-cb38988f1d31,11827.9573925944
619,1,620416,6204,16,0,71,0,01,Troncal de Urabá ,Puente Aurra - Medellín ,1,1,1,1,62,Administrador vial,,2021/12/06 00:00:00+00,no,,,,,16+000,71+000,1,,21c09b26-c0fb-4bf5-9dfe-5183665504d7,55395.3645556364
620,1,4003A,4003A,5,0,36,92,20,Tramo alterno,Calarcá - Cajamarca,1,1,1,2,40,,,2021/12/06 00:00:00+00,,,buena,,,5+0,36+092,1,,9afe73e4-976a-4ce2-bab0-ad05292f6f17,31474.0346538194
625,,25CCA0,25CCA,5,100,6,550,,Troncal de Occidente,Paso por Santander de Quilichao,2,,,,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2021/09/01 00:00:00+00,,,,,,5+100,6+550,2,,a9b674dc-eeed-4304-854d-1f5a1c2a4231,1705.5062772976
630,,310550,3105,83,800,85,0,,Alternas a la Troncal de Occidente,Río Desbaratado - Palmira,2,,,,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2021/09/01 00:00:00+00,,,,,,83+800,85+000,2,,a54f1281-0e14-43d6-bbb0-613e432541ba,1392.13959458
633,,310550,3105,87,610,88,0,,Alternas a la Troncal de Occidente,Río Desbaratado - Palmira,2,,,,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2021/09/01 00:00:00+00,,,,,,87+610,88+0,2,,60286962-52a2-4350-9995-076d48197e7a,573.520008009185
634,,310550,3105,85,0,87,610,25,Alternas a la Troncal de Occidente,Río Desbaratado - Palmira,1,,,,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2021/09/01 00:00:00+00,,,,,,85+000,87+610,1,,4aae4807-66db-4c6b-b2d1-c44ae58c9723,5187.53015104736
635,,23VL020,23VL02,4,800,12,200,,Circuito Cali - Palmira,Paso de La Torre - Siberia (Variante Yumbo),2,,,,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2021/09/01 00:00:00+00,,Se asigna codigo 23VL02,,,,4+800,12+200,2,,6234509b-eb03-4d90-94e0-724612738283,14562.597856381
636,,23VL020,23VL02,0,0,4,800,25,Circuito Cali - Palmira,Paso de La Torre - Siberia (Variante Yumbo),3,,,,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2021/09/01 00:00:00+00,,Se asigna codigo 23VL02,,,,0+0,4+800,3,,5fd20c2b-363f-401b-8dff-2def9f189514,10916.7115075253
648,,23VL010,23VL01,0,0,15,0,,Circuito Cali - Palmira,Glorieta Cencar - Aeropuerto - Cruce Ruta 25,3,,,,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,Cambia codigo de 25VL01,,,,0+0,15+0,3,,b68ce830-a03b-4787-b004-d98b4e4be1e2,32442.8905723084
650,,23VL010,23VL01,0,0,15,0,25,Circuito Cali - Palmira,Glorieta Cencar - Aeropuerto - Cruce Ruta 25,1,,,,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,Cambia codigo de 25VL01,,,,0+0,15+0,1,,8ddeb4a4-67d7-407d-b43a-a7ba3c3132cb,1364.33530967154
688,,2505B0,2505B,0,0,0,360,25,Alternas a la Troncal de Occidente,Palmaseca - El Cerrito,1,,,,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2021/09/01 00:00:00+00,,Se asigna codigo 2505B,,,,0+0,0+360,1,,94c45f8b-76d0-4bcd-8c61-22b3ed8e3a67,781.475009323734
689,,2505B0,2505B,27,700,28,172,25,Alternas a la Troncal de Occidente,Palmaseca - El Cerrito,1,,,,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/09/01 00:00:00+00,,Se asigna codigo 2505B,,,,27+700,28+172,1,,97dacefa-b243-48f9-82fe-3d0991cbd5ab,1164.61933876043
697,,25CCA0,25CCA,0,0,5,100,,Troncal de Occidente,Paso por Santander de Quilichao,3,,,,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2021/09/01 00:00:00+00,,,,,,0+0,5+100,3,,60638102-1bd0-45f9-ab7a-6de6f2351353,5676.88996792609
700,,2505B0,2505B,0,360,27,700,,Alternas a la Troncal de Occidente,Palmaseca - El Cerrito,3,,,,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2021/09/01 00:00:00+00,,Se asigna codigo 2505B,,,,0+360,27+700,3,,fce4a7c3-39d4-42cf-a99f-570b161f4678,48664.5737429381
701,1,40080,4008,109,619,111,970,16,Transversal Buenaventura - Villavicencio - Puerto Carreño,Puerto López - Puerto Gaitán,1,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2021/02/01 00:00:00+00,MALLA VIAL DEL META 2015. (ENTREGADO 9-JUN-2015),PR final 111+0970 (Ramón Lobo),rev,,,0+0,111+970,1,,d9d6cf2c-48e2-48cc-afc0-982466b4ca4f,2314.53414582149
711,1,55NSA0,55NSA,0,0,18,160,18,Alternas a la Troncal Central del Norte,Glorieta K8 - Redoma el Salado,1,2,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,PR Final 18+260 en Ramón Lobo,,,,,0+0,18+160,1,,4b0ff4d1-8510-40dc-b76e-54cbdb681e13,37903.5677861176
763,1,550571,5505,131,500,140,0,18,Troncal Central del Norte,Los Patios - Cúcuta,1,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,131+500,140+0,1,,40d695cc-1399-4b18-ba14-757cffe4a147,14611.3256032245
